Symbol,Name,Sector,Industry,Type,MarketCap,Price,NAV,Analyst Rating,Rating Source,Rating Updated ET,Price Target High,Price Target Average,Price Target Low,Price Target Updated ET,1D,1M,3M,6M,YTD,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,Since Inception,Short Buy,Long Buy,Fundamental Buy,Short Signal New,Long Signal New,Signal Reasons,Signal Updated ET,Short Signal Score,Long Signal Score,Return Basis,Snapshot Updated ET,Universe Source
DIVI,DIVI,Franklin International Core Dividend Tilt Index ETF,ETF / Fund,ETF,,44.36000061035156,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.1800135437208139,1.3479555549861466,4.0966819188680725,5.177525108610337,16.15774996119321,34.862436363523685,1.7755002626232308,18.968218407574987,-1.2050180873169003,16.9457565692799,1.2914680815648394,22.984867897087845,-6.73184948970934,13.648166326200585,,,,,,,,,,,,,False,True,False,False,True,Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",4,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
DJD,DJD,Invesco Dow Jones Industrial Average Dividend ETF,ETF / Fund,ETF,,66.16999816894531,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.015113533067911966,2.462056817604541,5.8405627332605015,6.783429881895375,17.338426411689856,15.834063943205901,13.655366262080172,9.403844810419848,-0.7291201298534888,21.467732392704875,0.8666939460117762,21.996478148611544,0.025617002459310534,21.645030478414263,14.755154990352025,,,,,,,,,,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
DLN,DLN,WisdomTree U.S. LargeCap Dividend Fund,ETF / Fund,ETF,,100.61000061035156,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.099293491242336,2.4818152661539195,5.076899184804984,8.902418973029235,15.520219043470117,15.527297773988757,19.660367138160993,9.687399442974275,-3.778738237994317,25.59679138547679,4.591391292434399,28.911021873583344,-5.814551892977771,18.22311494668256,15.509539008748163,-1.6020842592408657,14.246616325351003,27.34512925190671,12.740505227919119,9.46635589073692,14.974215547519098,17.383543279889004,-35.09693225130257,2.416778598482394,,,False,True,False,False,True,Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",4,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
DSI,DSI,iShares ESG MSCI KLD 400 ETF,ETF / Fund,ETF,,147.33999633789062,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.8812631095740153,5.521729703833289,3.2050611989779654,15.328759990638563,14.881146632595987,18.03335987651906,22.377540177071165,28.50407648287261,-21.711602269453177,31.317551260972,20.93472390583022,31.152113019668892,-3.9021015888027644,20.886866393279057,10.038417914734875,0.3022446673178969,12.297664195995894,35.43742962950414,12.286271924758108,1.4702726100044083,11.403051086190285,30.730438415112673,-35.3202850579174,3.162944364609177,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
DTD,DTD,WisdomTree U.S. Total Dividend Fund,ETF / Fund,ETF,,96.95999908447266,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.12361222117699411,2.1563721265372537,5.037236951115731,8.662201584333861,15.578538349593241,14.255322531489734,18.55270820571997,10.352858573136547,-3.827012155490239,26.254799488010594,2.448388799808976,28.185473644508118,-6.4669465262705454,17.354114395775255,16.062376625396645,-1.6566996146749169,14.247039489325154,28.072052293295457,13.109387316192889,8.418757914378737,16.31520473765282,19.663811414120257,-34.83088388535881,1.1614054554253128,,,False,True,False,False,True,Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",4,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
DVY,DVY,iShares Select Dividend ETF,ETF / Fund,ETF,,163.8000030517578,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.030517576988198236,1.1548264438699274,6.541112844208241,6.450443728745459,17.869315099899286,11.597197991773612,16.240305067448357,1.1208973400887112,1.7959727298578754,31.696113807676806,-4.909508273416496,22.614131144440798,-6.3551425907197645,14.819103898672337,21.63554368632954,-2.078990225547761,14.865160351966345,28.86018450622676,10.48014160480335,11.817612682312184,17.767196805260998,11.176624475661079,-32.87832789904384,-5.688594136349511,19.440232064530804,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
DXJ,DXJ,WisdomTree Japan Hedged Equity Fund,ETF / Fund,ETF,,180.10000610351562,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,0.5246720373923708,2.967241628690531,5.705738032686014,6.915016529975926,25.767533507899266,32.777838182632735,29.83057391681625,42.03842499412473,5.961633880034833,17.990970361933336,3.939175973226128,18.944728750266805,-19.782833720628645,22.80610224059756,1.1113491131711895,7.743398403459589,8.076698601224507,41.39443529451252,19.625001619424467,-16.0574095424557,-1.794106866365519,1.8810465711607938,-20.804238239271488,-7.339491089429606,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
EFV,EFV,iShares MSCI EAFE Value ETF,ETF / Fund,ETF,,81.75,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.02445474365578848,0.5411418701484649,6.717627546363314,5.219085154497272,17.52239395616815,42.22396757287543,5.351075896300883,18.852589815742405,-5.218940317109755,11.079403232942342,-2.967704384658143,15.795776506870007,-14.673244186224178,21.220679385850904,5.050462510774922,-5.855129757493094,-6.775890411079633,21.886125022500558,18.75491005837493,-12.395108850423108,4.485896429381286,28.391438373717914,-41.647351298457515,4.260922271151024,30.341953155866207,,False,True,False,False,True,Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",4,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
EINC,EINC,VanEck Energy Income ETF,ETF / Fund,ETF,,120.70999908447266,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.19017971910909592,0.7288624076435601,5.436457673246231,8.575715253124416,29.03735433681196,7.111396749251986,42.79618118204027,15.54750503019704,19.16547149361991,38.062760844967244,-19.891807874964982,16.972840908017737,-19.849737041157788,-3.444755284199408,24.22845789850352,-57.032858144040134,-26.03127566718818,15.560731798773464,,,,,,,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; MACD above signal line; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",6,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
ENFR,ENFR,Alerian Energy Infrastructure ETF,ETF / Fund,ETF,,39.66999816894531,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.3266358557971527,1.6822087042515754,6.6350539350703786,10.17005229110335,30.078672611772973,5.898479500000864,42.166959187670436,15.632775307680614,17.478473048613097,39.97560736960377,-24.136711637129306,21.60613680123431,-18.669041125591868,-0.19139295509811305,40.04257674258345,-37.06312445084959,12.192109050188794,,,,,,,,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; MACD above signal line; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",6,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
EPS,EPS,WisdomTree U.S. LargeCap Fund,ETF / Fund,ETF,,80.98999786376953,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.07403477572969219,4.2879140415040595,2.8982040176892765,14.127642089197746,14.96516287917553,17.401695135387495,23.953470614531437,22.8205486550358,-15.823468372640148,27.468123812386015,12.015815472198742,32.53514496331391,-7.520800398300043,22.72678238890704,13.759805228114686,-1.5630953333847342,13.592279145899266,32.9772036872249,14.585964735864065,3.6525184639783825,13.268680189720804,27.2586209255413,-36.66664553932058,,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
EQL,EQL,ALPS Equal Sector Weight ETF,ETF / Fund,ETF,,52.08000183105469,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,0.0,2.539871809951011,3.0445109815089078,4.725731308387027,12.8770779281983,13.092019467755067,16.441171138851573,16.871509460407697,-10.723827286491439,29.3223777672329,10.870167339779059,27.87295879145082,-6.121169258769054,18.371691616186105,12.26959363196527,-1.4943276482258794,13.072289509693169,30.16114760868551,14.436575886473758,2.582603293573227,14.827197948229154,,,,,,False,True,False,False,True,Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",4,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
EQWL,EQWL,Invesco S&P 100 Equal Weight ETF,ETF / Fund,ETF,,134.97000122070312,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,0.1483987103227058,3.7592245701222105,5.39106385544208,11.34212962013066,15.214973814672117,17.605062107926408,19.112044791605555,19.48340021587578,-11.45939409030785,27.701761706424666,13.939343341548804,29.543400094780093,-6.302712804617794,24.404697342379066,13.317835623958207,-2.311639976901736,15.11820561348729,37.3186781013668,11.749385639859788,2.9763186434330624,13.790466606690499,20.169735033155533,-33.34474345803841,9.234478117226509,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
ESG,ESG,Northern Trust STOXX US ESG Select ETF,ETF / Fund,ETF,,182.1479949951172,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.00549510060683378,3.48671012202193,3.8833561598654365,14.366505085978588,15.585713956499948,16.038265730041722,20.22009009297414,27.86337803253285,-19.885492232854418,28.480492438972902,20.745654626830845,31.741773252283156,-5.164672550645955,23.347768462556196,,,,,,,,,,,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
ESGG,ESGG,Northern Trust STOXX Global ESG Select ETF,ETF / Fund,ETF,,240.10299682617188,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.18167309892667127,2.6497928984934527,3.885731828287442,14.03991102280937,17.82426102769561,24.008576531129112,14.478358323346473,25.57278472648814,-18.655892822707155,23.75946240218447,17.316073448443014,29.09534501913771,-8.43499516141566,23.59958190836995,,,,,,,,,,,,,False,True,False,False,True,Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",4,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
ESN,ESN,Essential 40 Stock ETF,ETF / Fund,ETF,,20.64299964904785,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.03389815792607109,3.4166584410805445,4.336617681338861,12.434634873645422,20.2901957541513,16.511525047992848,,,,,,,,,,,,,,,,,,,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,4,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
EUFN,EUFN,iShares MSCI Europe Financials ETF,ETF / Fund,ETF,,42.33000183105469,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,0.33183979355968507,1.510793900692553,13.23344472431649,15.635644256053837,17.568613041706584,65.72700686209276,17.19592792952598,26.147559484708793,-8.78199247851461,19.12840620592384,-8.547700726026775,20.730673056903083,-23.144320812521745,26.938070911749623,-2.6746946443265363,-4.703961533345513,-9.64354589390064,29.320335789547602,35.36811741564074,-26.606980488848997,,,,,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
EWT,EWT,iShares MSCI Taiwan ETF,ETF / Fund,ETF,,107.9000015258789,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.6720019755096618,14.787235665828625,4.981516644669748,42.59284278687967,69.8410256558061,28.378533799753015,16.111266352813878,28.996608172644777,-28.89832757683556,28.88196207975815,31.504047167984183,33.35849374487305,-9.898115380294348,26.812008770772145,17.711294162846315,-12.854226622831655,6.872255358196244,7.873949562449711,18.656241525860516,-21.78388103100659,22.77730221396086,73.78380166421752,-45.35246778150128,6.377484883484907,18.754830171201963,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; MACD above signal line; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",6,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
FDD,FDD,First Trust STOXX® European Select Dividend Index Fund,ETF / Fund,ETF,,20.469999313354492,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,0.1467650612185123,2.298845973068553,7.539118820872637,13.04015767222808,21.04987056041161,62.465617043336486,0.32259084524040027,14.16151446014271,-16.147486709926405,16.034029696345886,-3.8214270037544407,23.830500405688326,-8.97766755202195,19.068500368382878,1.98169558775807,-2.8068011823417893,-1.8832448556676207,17.060711096141002,9.381065635950447,-8.900752236256848,1.8398792633235628,31.544016991737458,-60.561098636688236,,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
FDM,FDM,First Trust Dow Jones Select MicroCap Index Fund,ETF / Fund,ETF,,92.43000030517578,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,0.2603295991038479,0.7960778421242765,6.391731591463334,9.408936341530417,16.89798956436894,18.641348664316283,13.00029959763882,12.77227445451745,-11.618464891510062,35.07915681819904,-4.03980365406923,27.446328318992343,-13.524060127317583,8.721884236749155,35.902124909697086,-0.0640843495547272,3.2586059141529677,44.121663600690496,15.724493862105016,-8.635851610744872,25.57337707819025,20.046136572123817,-31.918233417370878,-7.357451045334584,15.892835712438224,,False,True,False,False,True,Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",3,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
FELC,FELC,Fidelity Enhanced Large Cap Core ETF,ETF / Fund,ETF,,43.77000045776367,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.15967083617832722,3.622156057055359,3.520729149862878,14.929477497535704,15.23057477285381,17.09493443659522,25.252279321874127,,,,,,,,,,,,,,,,,,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,4,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
FELG,FELG,Fidelity Enhanced Large Cap Growth ETF,ETF / Fund,ETF,,44.08000183105469,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.966067190954012,4.578885493019058,-2.244129030249542,11.671836002272219,5.914160579552696,18.43741973500148,35.446512908162475,,,,,,,,,,,,,,,,,,,,False,True,False,False,True,Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",3,4,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
FELV,FELV,Fidelity Enhanced Large Cap Value ETF,ETF / Fund,ETF,,42.9900016784668,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,0.3970153779873309,3.0194156483399404,9.919859812218125,17.713999035690332,25.04988870469127,15.802800913412284,15.894719943385848,,,,,,,,,,,,,,,,,,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,4,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
FENI,FENI,Fidelity Enhanced International ETF,ETF / Fund,ETF,,41.43000030517578,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.2167633708950567,1.5192328130881672,3.652479947836995,3.4942840333152425,15.150822448620627,37.26655585875201,6.954864702915198,,,,,,,,,,,,,,,,,,,,False,True,False,False,True,Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",4,4,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
FESM,FESM,Fidelity Enhanced Small Cap Core ETF,ETF / Fund,ETF,,47.400001525878906,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-1.33222185148123,1.2171677824839078,4.297670111631913,19.08050903131042,26.07784531692343,17.882017498009084,16.220407598141364,,,,,,,,,,,,,,,,,,,,False,True,False,False,True,Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",3,4,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
FEZ,FEZ,State Street® SPDR® EURO STOXX 50® ETF,ETF / Fund,ETF,,71.36000061035156,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,0.028040753417180042,2.381640939442309,6.774990036896877,5.94055806117626,12.784995214055561,37.81216891584742,3.575810880938257,27.16414512977401,-14.272921560827701,14.843592761518764,4.835347124729239,26.043931997333104,-15.854911889003587,24.80587690530991,0.6594965852765755,-3.993160349533653,-9.751008856130717,25.810181577402624,22.701153272015915,-16.33396763791872,-7.957834501324557,25.345754913124075,-42.99768287766214,20.433555678129387,31.828908344484507,,False,True,False,False,True,Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",4,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
FIDU,FIDU,Fidelity MSCI Industrials Index ETF,ETF / Fund,ETF,,93.77999877929688,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-1.1906067213267146,-0.6988602764160912,-0.31099864001454813,-0.37868789123484126,14.296367694899548,18.61058116817731,16.513759994232792,22.623582023229694,-8.364175508395022,20.627233365031138,13.717346501196847,30.6901098309416,-13.849908120210873,22.237180398467828,20.089091853979713,-3.6437144159888857,6.6754008622256,,,,,,,,,,False,True,False,False,True,Long technical: price above 200-day average; 50-day average above 200-day average; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",1,5,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
FMDE,FMDE,Fidelity Enhanced Mid Cap Core ETF,ETF / Fund,ETF,,42.119998931884766,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.8007540271290914,2.5566088260596587,6.399993061815845,11.286826483944633,16.425971557764353,12.190405324355314,21.76256053662222,,,,,,,,,,,,,,,,,,,,False,True,False,False,True,Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",4,4,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
FNCL,FNCL,Fidelity MSCI Financials Index ETF,ETF / Fund,ETF,,82.62999725341797,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,0.242626407256763,1.773610997303443,12.857071850095746,14.135889892296527,7.338241338221718,14.940903677351347,30.442709774772393,14.096624308612938,-12.28302615921697,34.92250193352642,-2.18625979188497,31.590964574172542,-13.439363103759217,19.986923335877126,23.99736905782501,-0.7454340923852998,14.010162314749476,,,,,,,,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
FNDB,FNDB,Schwab Fundamental U.S. Broad Market ETF,ETF / Fund,ETF,,31.670000076293945,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,0.031586320056953276,2.29328492511931,5.145453777499731,12.393493494604723,20.092252357027828,16.229015345684573,16.25572854012858,18.419873086832794,-7.529883368820101,31.550824046742253,9.409369931030831,28.88418357385596,-8.205419443907381,16.939172935527267,16.540595793757884,-3.040029482868112,12.033356798832862,,,,,,,,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
FNDE,FNDE,Schwab Fundamental Emerging Markets Equity ETF,ETF / Fund,ETF,,42.0,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.19011841153402376,2.414049546417507,2.61706869516396,4.705059685903312,17.016469278846902,29.46735910597502,12.094336677498552,14.997389056172183,-15.580540187644287,14.407699373649429,-2.7751436206673863,19.75316053939473,-10.302765898007326,26.76743135656867,32.55714498736726,-20.14985423636371,-11.618793180578212,,,,,,,,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; MACD above signal line; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",6,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
FNDF,FNDF,Schwab Fundamental International Equity ETF,ETF / Fund,ETF,,55.43000030517578,,Not Rated,Nasdaq ETF Screener — no stock-style analyst consensus,—,,,,—,-0.19805655120327392,2.0246612130470076,2.5072677827966183,5.6547670335335365,23.298940134178615,40.99660241020937,2.2953765814531346,20.219630643795195,-7.778122883232596,14.973270458158083,3.613840268214874,18.46160342004628,-14.213318921298622,23.979423607658745,7.929965549891116,-5.2468556606231616,-6.492952324862722,,,,,,,,,,True,True,False,True,True,Short technical: price above 20-day average; 20-day average above 50-day average; RSI in bullish 50-70 zone; 1-month momentum positive; 3-month momentum positive | Long technical: price above 200-day average; 50-day average above 200-day average; 6-month return positive; 1-year annualized return positive; 3-year annualized return positive; 5-year annualized return positive,"Aug 30, 2026 01:03:40 PM EDT",5,6,Adjusted market total return,"Aug 30, 2026 01:03:40 PM EDT",User ETF allowlist
